solar_generation,date,hour,variable_1,variable_2,variable_3,variable_4,variable_5
,20180214,1800,13.4,100,0.49,4.82,75.13499198
,20180214,1900,13.1,100,-99,5.16,2.146831185
,20180214,2000,13.1,100,0.494,3.63,39.27263753
,20180214,2100,13.5,100,0.491,4.31,98.31814782
,20180214,2200,13.9,100,0.489,4.3,94.29265191
,20180214,2300,14.1,100,0.494,3.37,91.72265662
,20180215,0,14.3,100,0.495,4.58,133.0568642
,20180215,100,14.4,100,0.489,4.65,55.78037796
,20180215,200,14.8,100,0.49,4.24,102.2333487
,20180215,300,15.5,100,0.493,4.29,42.64779099
,20180215,400,15.9,100,0.493,4.84,143.3129656
,20180215,500,16,100,0.494,4,136.5726389
,20180215,600,16.1,98,0.49,4.05,96.9966404
,20180215,700,16.2,96,0.492,4.89,133.2297846
,20180215,800,16.3,93,0.492,5.83,100.7129315
,20180215,900,16.7,90,0.49,6.05,73.89864877
,20180215,1000,17.8,85,0.492,5.84,12.86607618
,20180215,1100,19,76,0.491,5.84,86.31121865
,20180215,1200,19.2,75,0.49,6.24,147.4022102
,20180215,1300,20,71,0.486,6.12,26.8664056
,20180215,1400,20.5,69,0.467,6.27,133.1360779
,20180215,1500,20.1,71,0.462,5.41,17.32727951
,20180215,1600,20.4,69,0.462,5.94,70.6021791
,20180215,1700,20.2,69,0.458,4.41,21.48305737
,20180215,1800,19.3,72,0.458,5.33,25.73524814
,20180215,1900,18.2,78,0.461,5.14,37.28493842
,20180215,2000,17.5,82,0.456,4.66,109.7535653
,20180215,2100,17.3,85,0.454,4.61,30.25971767
,20180215,2200,17.5,84,0.46,4.95,70.47948226
,20180215,2300,17.7,85,0.458,4.59,38.07874265
,20180216,0,18.2,84,0.46,4.49,128.8752783
,20180216,100,18.8,79,0.458,4.13,16.83485413
,20180216,200,18.4,80,0.46,4.36,10.8628898
,20180216,300,17.9,82,0.46,4.85,6.482247049
,20180216,400,17.6,82,0.46,4.69,111.4267265
,20180216,500,17.4,84,0.458,4.75,27.17540658
,20180216,600,17.3,84,0.454,4.48,111.7652748
,20180216,700,17.1,86,-99,4.46,81.3940229
,20180216,800,16.9,88,0.457,4.75,118.9815701
,20180216,900,16.9,89,0.463,5.58,8.978245783
,20180216,1000,16.6,89,0.463,5.11,62.96988839
,20180216,1100,12.2,94,-99,4.89,140.2656218
,20180216,1200,9.2,96,0.461,4.75,38.79457829
,20180216,1300,7.9,97,0.463,4.84,89.97029777
,20180216,1400,7.4,98,0.471,5.17,26.53746244
,20180216,1500,7.1,97,0.47,4.8,140.6627958
,20180216,1600,6.5,96,0.479,4.44,79.51447199
,20180216,1700,6,97,-99,4.73,34.87312756
,20180216,1800,5.6,98,0.468,4.78,65.25134082
,20180216,1900,5.1,98,0.473,5.24,56.2089064
,20180216,2000,4.9,97,0.468,5.05,147.8695829
,20180216,2100,5,96,0.468,4.71,83.56714732
,20180216,2200,4.8,95,0.47,4.42,137.8028196
,20180216,2300,4.5,92,0.465,4.37,10.81318875
,20180217,0,4.2,91,0.473,4.79,48.94908166
,20180217,100,4,93,0.475,4.35,41.00515706
,20180217,200,4,93,0.466,5.3,46.24971498
,20180217,300,3.8,93,0.472,4.35,27.11600021
,20180217,400,3.6,95,0.467,5.18,77.39472777
,20180217,500,3.6,97,0.472,4.75,64.22127128
,20180217,600,4.1,98,0.474,5.25,137.2525431
,20180217,700,4.9,95,0.474,5.11,72.16054547
,20180217,800,5.3,91,0.472,4.78,120.9321689
,20180217,900,5.7,90,0.47,4.82,77.92769735
,20180217,1000,6.1,94,0.498,4.9,79.31617111
,20180217,1100,7.8,99,0.496,5.3,65.95551679
,20180217,1200,7.9,99,-99,4.68,73.10677107
,20180217,1300,6.2,98,-99,4.93,150.1324982
,20180217,1400,5.2,96,-99,5.12,100.7877633
,20180217,1500,5.2,97,0.496,5.24,20.13020622
,20180217,1600,5.5,99,0.505,4.18,77.59550965
,20180217,1700,5.9,100,0.505,4.04,24.4418851
,20180217,1800,7,100,-99,4.97,1.523022982
,20180217,1900,7.3,99,0.498,4.34,58.46045184
,20180217,2000,6.4,99,0.502,5.19,104.3765131
,20180217,2100,6.1,100,0.5,5.17,131.4803153
,20180217,2200,5.9,100,0.501,4.78,66.99664246
,20180217,2300,5.8,100,0.504,4.11,68.40535972
,20180218,0,5.5,99,0.504,5.16,142.0630741
,20180218,100,5.1,93,0.501,4.78,102.5506844
,20180218,200,4.2,90,0.497,4.73,28.80541893
,20180218,300,3.7,91,0.494,4.7,126.0418547
,20180218,400,2.2,90,0.492,4.42,27.71551303
,20180218,500,1.5,92,0.484,4.46,71.05597064
,20180218,600,0.9,94,0.48,4.69,24.66196984
,20180218,700,0.6,94,0.48,5.62,129.7010012
,20180218,800,1.4,93,0.473,5.7,123.3726527
,20180218,900,2.7,89,-99,6.22,84.23154156
,20180218,1000,4.9,77,0.481,5.84,57.92902897
,20180218,1100,7.4,57,0.473,6.46,36.14311683
,20180218,1200,9.3,50,0.48,6.02,26.39608183
,20180218,1300,10.8,46,0.478,6.12,90.78070204
,20180218,1400,12.2,40,0.477,5.71,5.167592709
,20180218,1500,13,37,0.477,5.94,34.50985051
,20180218,1600,13.4,37,0.477,5.24,55.59496169
,20180218,1700,12.5,44,0.479,5.33,102.8139474
,20180218,1800,11.2,52,0.479,4.21,31.4528745
,20180218,1900,11,54,0.474,5.14,13.35713744
,20180218,2000,11.4,59,0.476,4.79,113.6034914
,20180218,2100,11.3,72,0.47,4.73,23.04407219
,20180218,2200,10.8,86,0.478,4.39,89.71394897
,20180218,2300,11.7,86,-99,4.22,98.30524666
,20180219,0,12.6,92,0.478,3.71,41.64360829
,20180219,100,13,96,0.475,4.76,91.78154699
,20180219,200,13.1,98,0.477,4.75,40.55124537
,20180219,300,13.2,100,0.476,4.14,15.43389352
,20180219,400,13.5,100,0.476,4.52,89.00100831
,20180219,500,13.6,100,0.473,4.62,123.735821
,20180219,600,13.6,100,0.471,4.67,136.61375
,20180219,700,13.5,100,0.47,4.95,127.1374897
,20180219,800,13.7,100,0.475,5.02,93.14262003
,20180219,900,14.1,99,0.468,5.58,73.10597558
,20180219,1000,14.4,98,0.467,5.56,55.82223211
,20180219,1100,15.4,93,0.467,5.8,23.7718953
,20180219,1200,16.3,87,0.465,5.74,69.7648192
,20180219,1300,16.8,84,0.465,5.59,25.90386912
,20180219,1400,17.3,80,0.471,6.41,8.353470772
,20180219,1500,17.9,76,0.468,5.99,66.70827676
,20180219,1600,17,81,0.468,5.65,76.69787237
,20180219,1700,16.4,84,0.469,4.42,129.3499991
,20180219,1800,15.9,86,0.469,5.37,81.81668301
,20180219,1900,15.6,89,0.466,5.01,4.875274306
,20180219,2000,15.6,90,0.466,4.39,70.88115472
,20180219,2100,15.4,91,0.463,5.3,79.57021241
,20180219,2200,15.1,92,0.467,4.85,67.90203787
,20180219,2300,15.1,90,0.464,4.36,112.8206908
,20180220,0,15.1,89,0.462,4.24,84.73185508
,20180220,100,15.1,88,0.463,4.96,17.13108894
,20180220,200,15.3,88,0.463,4.29,42.07391985
,20180220,300,15.5,88,0.461,4.48,143.809776
,20180220,400,15.5,87,0.455,5.37,114.7177164
,20180220,500,14.9,90,0.454,5.21,57.1012762
,20180220,600,14.7,91,0.451,4.97,36.25724615
,20180220,700,14.6,92,0.45,6.17,118.4803629
,20180220,800,15.2,93,0.452,6.34,56.35110447
,20180220,900,16.6,88,0.448,6.41,37.75798258
,20180220,1000,18.1,79,0.451,6.44,67.21238205
,20180220,1100,19.2,73,0.446,6.41,140.7136132
,20180220,1200,19.2,74,0.442,5.97,151.7310913
,20180220,1300,19.6,73,0.442,5.78,126.1014632
,20180220,1400,20.4,69,0.442,5.63,50.02684906
,20180220,1500,20.3,70,0.442,5.75,107.1666591
,20180220,1600,19.9,72,0.442,5.54,13.08521352
,20180220,1700,19.3,76,0.435,5.07,59.91912174
,20180220,1800,18.8,78,0.435,4.1,45.15161797
,20180220,1900,18.7,79,0.433,5.19,47.96735622
,20180220,2000,18.6,81,0.427,4.44,87.88694238
,20180220,2100,18.6,81,0.429,5.06,149.1294515
,20180220,2200,18.6,81,0.429,3.93,98.70740689
,20180220,2300,18.4,82,0.426,5.35,71.66744572
,20180221,0,18.5,83,0.429,4.79,104.7521698
,20180221,100,18.2,84,0.428,4.87,61.70739368
,20180221,200,17.9,86,0.429,4.41,149.4121805
,20180221,300,17.9,88,0.428,4.69,118.0422874
,20180221,400,18,88,0.428,3.92,41.48635927
,20180221,500,18,88,0.423,5.37,111.5368194
,20180221,600,17.9,91,0.423,5.43,106.0252427
,20180221,700,18,91,0.42,5.15,53.36036975
,20180221,800,18,93,0.42,5.47,82.85132477
,20180221,900,18.9,86,0.425,5.32,88.15663284
,20180221,1000,19.5,83,0.422,5.53,129.7097448
,20180221,1100,19.6,83,0.421,5.7,23.16966857
,20180221,1200,20,81,0.423,5.75,144.6400309
,20180221,1300,20.9,77,0.423,5.64,49.63350712
,20180221,1400,21.7,71,0.422,6.12,113.7970708
,20180221,1500,22.5,65,0.422,5.77,106.40189
,20180221,1600,22.7,64,0.42,5.4,39.11807483
,20180221,1700,21.9,66,0.422,4.89,24.81460295
,20180221,1800,19,80,0.418,4.48,71.41841136
,20180221,1900,17.2,90,0.419,4.59,134.3020091
,20180221,2000,16.4,94,0.419,2.77,49.83487842
,20180221,2100,15.5,97,0.416,5.15,111.6129303
,20180221,2200,17.1,96,0.419,4.4,8.274065607
,20180221,2300,19.3,84,0.421,4.96,100.3044857
,20180222,0,19.4,84,0.421,5.11,81.91182913
,20180222,100,19.3,83,0.421,4.43,34.71287767
,20180222,200,19.1,83,0.419,4.16,26.03565651
,20180222,300,18.6,84,0.416,4.69,33.92905416
,20180222,400,18.3,86,0.419,4.52,10.73077601
,20180222,500,18.3,84,0.418,5.04,120.3209147
,20180222,600,18.2,84,0.416,4.1,90.04620521
,20180222,700,17.5,87,0.418,5.71,66.84289848
,20180222,800,16.3,95,0.418,5.58,35.02312486
,20180222,900,16.7,93,0.413,6.16,2.948164265
,20180222,1000,18.1,85,0.416,5.94,83.86337697
,20180222,1100,18.9,81,0.416,5.34,49.98603546
,20180222,1200,18.1,91,0.421,5.89,138.8444917
,20180222,1300,17.8,91,0.416,6.01,95.68540341
,20180222,1400,17.1,95,0.42,5.87,104.5292484
,20180222,1500,17.1,97,0.425,5.45,64.26255864
,20180222,1600,18.1,90,0.426,5.23,132.5845642
,20180222,1700,18.3,88,0.426,4.83,85.34836075
,20180222,1800,17.4,92,0.426,4.85,126.1963392
,20180222,1900,16.4,97,0.426,4.36,146.7388481
,20180222,2000,15.1,100,0.426,5.05,86.4136613
,20180222,2100,13.3,100,0.425,4.79,142.1861774
,20180222,2200,12.7,100,0.425,5.12,129.6471733
,20180222,2300,11.7,100,0.424,3.49,110.5815724
,20180223,0,13,100,0.419,5.11,90.80430137
,20180223,100,13.9,99,0.419,4.61,60.79045174
,20180223,200,13.8,97,0.419,3.48,22.10825269
,20180223,300,14.6,98,0.421,3.97,40.18975706
,20180223,400,15.9,94,0.421,4.19,120.4063075
,20180223,500,16.3,92,0.419,4.78,69.12025254
,20180223,600,16,93,0.422,4.77,49.98607362
,20180223,700,15.6,93,0.418,6.22,35.3820573
,20180223,800,16.2,94,0.423,5.55,35.52122714
,20180223,900,17.6,90,0.418,6.37,35.31179992
,20180223,1000,19.2,84,0.418,5.81,83.31149169
,20180223,1100,20.5,74,-99,5.71,116.6803101
,20180223,1200,21,70,0.416,6.57,72.80645757
,20180223,1300,21.3,67,0.419,5.92,15.88163008
,20180223,1400,22,62,-99,5.52,55.94328493
,20180223,1500,21.9,63,0.418,5.57,130.8623816
,20180223,1600,22.1,60,0.416,5.54,115.4412752
,20180223,1700,21.3,63,0.417,4.62,146.7470651
,20180223,1800,20.3,65,0.416,5.14,111.9009791
,20180223,1900,18.1,73,0.412,5.19,31.95698871
,20180223,2000,17.6,75,0.416,4.83,126.9065865
,20180223,2100,18.3,72,0.415,3.96,67.5889165
,20180223,2200,18.1,75,0.413,3.98,103.7316024
,20180223,2300,18,77,0.412,4.64,9.759281321
,20180224,0,17.9,77,0.412,4.57,105.5189876
,20180224,100,17.9,76,0.414,4.3,100.4417487
,20180224,200,17.8,77,0.415,4.28,49.46516322
,20180224,300,17.1,81,0.414,4.33,144.8866184
,20180224,400,15.5,95,0.45,4.36,87.91921611
,20180224,500,15,100,0.453,4.82,143.3519543
,20180224,600,14.9,100,0.452,4.44,132.7475509
,20180224,700,15.8,100,0.458,4.4,125.4929234
,20180224,800,16.3,97,0.455,5.49,136.4234145
,20180224,900,16.4,95,0.452,5.67,20.81722294
,20180224,1000,17.4,92,0.457,5.4,74.26112431
,20180224,1100,16.9,94,0.459,5.67,139.0015995
,20180224,1200,16.7,97,0.462,5.6,133.2039172
,20180224,1300,17.4,96,0.458,5.73,96.28791399
,20180224,1400,18.6,88,0.463,5.81,60.91313374
,20180224,1500,18.8,83,0.46,5.31,6.510922532
,20180224,1600,18.4,81,0.461,4.88,4.130792877
,20180224,1700,18,83,0.466,4.13,136.1659036
,20180224,1800,18,83,0.465,3.86,59.78224703
,20180224,1900,17.2,87,0.46,4.37,41.54531456
,20180224,2000,16.2,95,0.463,5.2,70.50371725
,20180224,2100,16.4,95,0.463,4.85,48.20357987
,20180224,2200,17.2,87,0.463,3.71,119.1248421
,20180224,2300,17.4,84,0.463,4.56,97.97343072
,20180225,0,17.1,88,0.463,4.22,114.557546
,20180225,100,17.2,90,0.466,4.11,92.95628635
,20180225,200,16.3,93,0.466,3.53,24.44809474
,20180225,300,13,97,-99,4.91,57.12665133
,20180225,400,11.7,98,-99,4.96,115.8826467
,20180225,500,10.8,98,0.465,4.62,106.2975693
,20180225,600,10.7,98,-99,4.9,72.16688362
,20180225,700,10.3,96,-99,3.75,6.498387698
,20180225,800,10.2,94,0.467,5.75,113.6611164
,20180225,900,10.4,94,0.47,5.22,46.87875257
,20180225,1000,10.6,94,0.464,5.37,111.3561157
,20180225,1100,10.7,91,0.469,5.42,2.033465574
,20180225,1200,10.7,90,0.462,6,101.049467
,20180225,1300,10.8,87,0.469,5.7,54.26996903
,20180225,1400,11.1,80,0.463,5.93,48.94538208
,20180225,1500,11.3,78,0.463,5.09,68.55864663
,20180225,1600,11,82,0.468,5.51,97.46302408
,20180225,1700,10.3,87,0.465,4.48,105.690872
,20180225,1800,9.8,89,-99,4.66,41.40529517
,20180225,1900,9.4,93,0.467,4.07,68.12593312
,20180225,2000,9.3,95,0.465,4.88,111.8961937
,20180225,2100,9.2,97,0.463,5.03,54.63448429
,20180225,2200,9.3,97,0.46,4.67,62.9158355
,20180225,2300,9.4,97,-99,4.8,142.6948907
,20180226,0,9.6,97,0.461,4.81,7.214190823
,20180226,100,9.6,98,0.462,5,26.68411498
,20180226,200,9.2,100,0.468,5.07,38.93066726
,20180226,300,8.5,100,0.462,5.22,18.97786277
,20180226,400,7.9,100,0.465,5.4,113.9879885
,20180226,500,7.7,100,0.466,4.75,3.400021343
,20180226,600,6.8,100,0.463,5.14,127.2846217
,20180226,700,5.7,99,0.465,5.74,3.275399969
,20180226,800,5.5,97,0.47,5.39,96.46928293
,20180226,900,5.6,91,0.465,6.14,56.56491951
,20180226,1000,6,87,0.466,6.03,136.5008088
,20180226,1100,7.8,84,0.465,6.3,72.51396167
,20180226,1200,9.5,73,0.47,6.55,82.79078242
,20180226,1300,11,61,0.464,6.24,71.42336228
,20180226,1400,11.8,53,0.464,6.26,52.59342682
,20180226,1500,12.4,50,0.467,6.07,10.41281862
,20180226,1600,12.7,46,0.464,5.78,140.900505
,20180226,1700,12.6,46,0.467,5.41,69.70507272
,20180226,1800,10.8,52,0.464,4.6,54.8615208
,20180226,1900,9.4,56,-99,5.25,95.42204861
,20180226,2000,7.5,79,0.469,5.3,78.27478574
,20180226,2100,5.4,91,0.461,4.59,90.87352096
,20180226,2200,4.4,96,0.466,4.06,21.12216022
,20180226,2300,3.5,99,0.468,3.91,20.93893079
,20180227,0,2.8,100,0.463,4.1,113.6096864
,20180227,100,2.3,100,0.465,4.27,13.40213922
,20180227,200,1.9,100,-99,4.86,145.8664571
,20180227,300,1.8,100,0.466,4.47,63.19018927
,20180227,400,1.7,100,0.466,4.98,99.91836656
,20180227,500,0.7,100,0.467,5.19,83.36738595
,20180227,600,0.4,100,0.464,4.65,85.84251308
,20180227,700,3.3,96,0.462,5.42,135.9934778
,20180227,800,4.8,85,0.466,6.42,118.2746582
,20180227,900,7.2,76,-99,5.86,124.0200288
,20180227,1000,9.5,61,0.468,6.13,151.2744757
,20180227,1100,11.6,48,0.464,6.55,47.25671431
,20180227,1200,13.3,43,-99,6.65,88.75849605
,20180227,1300,14.1,42,0.463,5.92,143.479642
,20180227,1400,14.8,42,0.462,6.59,75.22560739
,20180227,1500,15,39,0.46,6.12,150.0996573
,20180227,1600,14.7,40,0.453,5.57,60.73083764
,20180227,1700,13.9,44,0.45,5.15,107.5098791
,20180227,1800,12.3,51,-99,5.14,131.3896376
,20180227,1900,11.7,54,0.452,5.29,5.883392892
,20180227,2000,11.2,55,0.446,5.11,28.94312213
,20180227,2100,11.8,53,0.445,5.26,130.3849557
,20180227,2200,12,52,0.44,4.93,107.033494
,20180227,2300,11.7,53,0.439,4.56,15.24859247
,20180228,0,11.4,55,0.44,4.6,42.04995366
,20180228,100,11.4,57,0.437,3.79,130.3286364
,20180228,200,11.2,58,0.437,5,70.47119725
,20180228,300,10.4,65,-99,4.85,80.74900979
,20180228,400,8.7,84,0.437,4.64,134.5385699
,20180228,500,8.2,92,0.441,4.66,8.048403695
,20180228,600,8.4,94,0.445,4.7,120.1158453
,20180228,700,8.5,96,0.447,4.97,10.90648215
,20180228,800,8.7,96,0.451,4.69,28.98680342
,20180228,900,9,97,0.455,5.84,133.9816811
,20180228,1000,9.3,97,0.462,6.14,111.7886599
,20180228,1100,10.1,97,0.462,6.08,61.26472755
,20180228,1200,11.1,96,0.464,5.34,92.93373939
,20180228,1300,11.2,93,0.462,5.43,59.89286342
,20180228,1400,10.8,95,0.465,5.2,15.30890023
,20180228,1500,10.3,98,0.462,4.88,120.4867789
,20180228,1600,10.1,99,0.462,4.5,65.64648305
,20180228,1700,10.3,100,0.459,4.67,118.0600369
,20180228,1800,10.4,100,0.462,4.6,53.12907889
,20180228,1900,10.8,100,0.462,4.39,95.80708008
,20180228,2000,10.8,100,0.464,5.02,21.17547139
,20180228,2100,10.8,100,0.467,4.53,23.64755658
,20180228,2200,10.9,100,0.467,4.09,14.60140998
,20180228,2300,10.9,100,0.467,5,119.0926776
,20180301,0,11.3,100,0.464,4.25,112.1543761
,20180301,100,11.5,100,0.469,4.99,24.2986056
,20180301,200,11.8,100,0.467,5.24,70.63396956
,20180301,300,11.8,100,0.466,5.41,35.86075187
,20180301,400,11.8,100,0.468,4.39,62.63176242
,20180301,500,12,100,-99,3.98,66.76439724
,20180301,600,12.2,100,0.467,4.48,11.78062894
,20180301,700,12,100,0.467,5.49,48.40499113
,20180301,800,12.1,100,0.47,5.45,109.0211815
,20180301,900,12.5,100,0.47,5.25,11.23587174
,20180301,1000,12.7,100,0.465,5.95,73.03671975
,20180301,1100,12.8,98,0.467,5.6,9.98344668
,20180301,1200,12.8,96,0.468,5.17,94.95917674
,20180301,1300,12.8,96,0.468,5.17,59.25251492
,20180301,1400,12.8,94,0.465,6.11,87.87907124
,20180301,1500,12.4,91,0.472,5.88,72.24195538
,20180301,1600,11.9,91,0.468,4.98,148.6190462
,20180301,1700,11.6,87,0.468,4.44,115.1854255
,20180301,1800,10.3,78,0.465,5.16,45.54673106
,20180301,1900,9.2,77,-99,4.22,130.3554964
,20180301,2000,8.2,76,0.465,5.24,18.11409248
,20180301,2100,7.7,80,0.463,4.9,142.3702895
,20180301,2200,7.3,80,0.463,4.41,91.42569142
,20180301,2300,6.7,75,0.463,4.79,111.4159591
,20180302,0,5.7,82,0.464,4.99,114.8165383
,20180302,100,5.1,85,0.468,3.16,74.06371486
,20180302,200,4.9,88,0.465,4.58,125.3486913
,20180302,300,4.8,89,0.464,5.14,146.9556514
,20180302,400,4,83,0.466,4.17,58.11386952
,20180302,500,2.7,77,0.462,4.91,82.86549928
,20180302,600,1.6,67,0.462,5.58,140.4455939
,20180302,700,0.9,68,0.461,5.59,77.49080308
,20180302,800,2,67,0.465,5.86,132.8877064
,20180302,900,3.2,63,0.463,5.86,90.94177699
,20180302,1000,4.6,57,0.463,6.69,110.112827
,20180302,1100,5.8,49,0.46,6.32,107.7935764
,20180302,1200,6.9,43,0.46,6.43,58.22442319
,20180302,1300,7.7,42,0.463,6.06,122.0509175
,20180302,1400,8.4,41,0.463,5.9,60.26549706
,20180302,1500,8.8,36,0.46,6.6,40.50791707
,20180302,1600,8.7,37,0.461,6,122.1069375
,20180302,1700,8.1,38,-99,4.39,76.98810497
,20180302,1800,6,44,0.462,4.03,109.2378476
,20180302,1900,4.6,49,-99,5.2,127.8024905
,20180302,2000,3.4,57,0.45,4.91,121.5962874
,20180302,2100,2.7,62,0.453,4.09,80.6127382
,20180302,2200,1.5,68,0.446,4.89,113.0402062
,20180302,2300,1.1,70,0.445,4.64,111.0730581
,20180303,0,0.6,71,0.449,4.92,43.05976421
,20180303,100,0.7,68,0.443,4.31,125.1404496
,20180303,200,0.7,63,0.447,4.42,133.9701018
,20180303,300,0.4,62,0.439,4.4,21.21765326
,20180303,400,0.2,63,0.44,4.56,77.63311222
,20180303,500,-0.1,64,0.432,4.56,51.68604006
,20180303,600,-0.6,68,0.431,5.24,51.97250678
,20180303,700,-0.8,69,0.428,5.64,69.72506116
,20180303,800,0.4,66,0.428,5.9,137.5548225
,20180303,900,2.3,53,0.423,6.36,41.23305098
,20180303,1000,4,43,0.425,6.71,14.69791268
,20180303,1100,5.5,40,0.423,6.79,100.7731136
,20180303,1200,7,35,0.422,6.03,31.50128982
,20180303,1300,8.2,34,0.417,6.18,64.94550344
,20180303,1400,9.1,33,0.417,5.98,76.43009087
,20180303,1500,10.1,32,0.417,6.53,56.64256778
,20180303,1600,10.3,30,0.414,5.61,19.78747606
,20180303,1700,9.9,29,0.411,5.54,46.10895527
,20180303,1800,7.8,38,0.411,2.9,83.319343
,20180303,1900,5.7,43,0.41,4.71,133.8269165
,20180303,2000,4.1,50,0.413,4.58,66.39092
,20180303,2100,3.3,52,-99,3.5,50.27312837
,20180303,2200,3.1,52,0.413,3.39,12.77467673
,20180303,2300,2.7,53,0.41,5.01,43.96687628
,20180304,0,2.1,55,0.409,4.93,16.87448846
,20180304,100,1.8,54,-99,5.34,132.467869
,20180304,200,1.1,57,0.408,4.6,31.90806744
,20180304,300,0.5,59,0.407,5.12,76.77144682
,20180304,400,-0.9,67,0.407,5.12,42.53512763
,20180304,500,-1.6,71,-99,4.79,9.248004617
,20180304,600,-1.8,73,0.406,5.36,27.0546985
,20180304,700,-0.9,70,0.408,5.65,64.51412446
,20180304,800,1.2,62,0.408,6.06,143.6902901
,20180304,900,3.7,54,0.407,5.87,147.7338691
,20180304,1000,6.4,44,0.407,6.35,43.96687261
,20180304,1100,9,32,0.403,6.24,10.51573293
,20180304,1200,11,27,0.405,6.57,119.8125869
,20180304,1300,12.3,24,0.406,6.65,117.7743921
,20180304,1400,13.3,25,0.404,6.04,53.10414008
,20180304,1500,13.8,25,0.402,5.73,141.6723431
,20180304,1600,14,24,0.401,5.88,29.56445797
,20180304,1700,13.8,26,0.399,4.67,46.09561577
,20180304,1800,12,30,0.397,2.12,74.68378447
,20180304,1900,10.4,31,0.4,5.42,5.477267554
,20180304,2000,9.2,32,0.401,4.74,23.37702658
,20180304,2100,6.8,39,0.4,4.93,104.5536044
,20180304,2200,4.7,50,0.4,4.11,81.26665781
,20180304,2300,3.9,55,0.4,4.94,136.7056739
,20180305,0,3.7,54,0.397,4.66,65.48760491
,20180305,100,4.1,46,0.399,4.38,141.6816031
,20180305,200,2.6,51,0.395,3.76,98.62766713
,20180305,300,2.3,55,0.397,4.93,135.2933899
,20180305,400,2.6,60,0.402,4.91,83.09907629
,20180305,500,2.2,59,0.4,4.77,45.95561926
,20180305,600,4,48,0.397,4.67,89.87188973
,20180305,700,4.5,47,0.397,4.95,44.50575064
,20180305,800,5.4,44,0.4,6.04,93.8919239
,20180305,900,6.6,43,0.404,5.83,34.45210728
,20180305,1000,7.9,42,0.402,5.95,89.57423545
,20180305,1100,10,39,0.402,6.11,2.700700537
,20180305,1200,12.1,38,0.401,6.23,16.43178378
,20180305,1300,11.4,47,0.401,6.28,78.97278713
,20180305,1400,11.7,53,0.398,6.04,58.91087328
,20180305,1500,12,51,0.4,5.86,137.2068569
,20180305,1600,12,49,0.401,4.45,33.33675143
,20180305,1700,11.4,50,0.403,4.25,79.35828319
,20180305,1800,11,55,0.401,4.44,144.5319234
,20180305,1900,8.8,68,0.399,4.59,38.21056105
,20180305,2000,7.6,83,0.396,4.86,49.91902075
,20180305,2100,7.5,90,0.401,4.3,68.58037884
,20180305,2200,8,91,0.399,4.24,12.54138633
,20180305,2300,7.8,89,0.402,4.88,82.75078251
,20180306,0,7.7,90,0.407,5.1,54.79142765
,20180306,100,7.9,89,0.409,3.39,75.2734381
,20180306,200,7.4,94,0.435,4.56,50.82436652
,20180306,300,7.2,98,0.439,4.42,126.6253447
,20180306,400,7.1,100,0.436,4.36,45.00327589
,20180306,500,7,100,0.438,5.3,141.9655811
,20180306,600,7.1,100,0.433,3.91,94.19142401
,20180306,700,7,97,0.438,5.19,105.5067019
,20180306,800,7,87,0.433,5.93,122.6417987
,20180306,900,7.7,66,0.433,6.4,101.5305764
,20180306,1000,9.1,49,0.433,6.35,120.7895077
,20180306,1100,10.8,45,0.433,6.79,67.66788303
,20180306,1200,12.5,42,0.433,6.56,28.93922485
,20180306,1300,13,34,0.432,6.03,137.1067426
,20180306,1400,13.5,34,0.432,6.57,139.7032794
,20180306,1500,13.7,30,0.43,5.78,67.55268491
,20180306,1600,13.5,29,0.427,5.95,124.4492491
,20180306,1700,13.1,26,0.426,5.65,96.34081686
,20180306,1800,11.9,23,0.425,4.71,82.92077014
,20180306,1900,10.8,23,0.423,4.34,90.64130265
,20180306,2000,9.8,25,0.427,4.69,112.2624731
,20180306,2100,8.4,28,0.419,4.38,11.49573861
,20180306,2200,7.4,32,0.421,5.17,45.24068139
,20180306,2300,7.7,35,0.421,4.95,134.7613917
,20180307,0,6.2,45,0.424,4.55,66.74036825
,20180307,100,4.1,56,0.418,5.33,29.00865633
,20180307,200,2.1,70,0.42,5.38,129.6521491
,20180307,300,0.4,89,0.422,4.83,98.29689515
,20180307,400,0,78,0.417,4.45,24.83648541
,20180307,500,-1,66,0.417,4.85,55.85940791
,20180307,600,-1.1,69,-99,4.74,90.28996082
,20180307,700,-1.6,69,0.42,5.09,94.98883973
,20180307,800,-1.6,71,0.417,5.9,107.6765693
,20180307,900,-1.3,72,0.423,6,72.50188454
,20180307,1000,-0.7,73,0.424,5.49,50.94099867
,20180307,1100,-0.1,72,0.418,5.15,94.05748539
,20180307,1200,0.2,69,0.421,5.65,3.609760017
,20180307,1300,0.4,69,0.426,5.77,51.01912705
,20180307,1400,0.8,68,0.423,5.17,10.15716902
,20180307,1500,1.1,67,0.426,5.13,125.370089
,20180307,1600,1.3,65,0.426,4.61,47.05485434
,20180307,1700,1.4,62,0.425,4.56,128.5227957
,20180307,1800,1.2,63,0.425,4.13,134.9142259
,20180307,1900,1,68,0.425,4.59,27.69776426
,20180307,2000,0.8,70,0.426,4.58,115.6011768
,20180307,2100,0.7,69,0.423,4.75,68.18987306
,20180307,2200,0.6,70,0.422,4.18,104.045126
,20180307,2300,0.4,69,0.429,5.21,118.1389231
,20180308,0,0.1,67,-99,3.69,104.2682952
,20180308,100,-0.4,69,0.428,4.54,91.83919788
